name;frameTime;F0final_sma;voicingFinalUnclipped_sma;jitterLocal_sma;jitterDDP_sma;shimmerLocal_sma;logHNR_sma;audspec_lengthL1norm_sma;audspecRasta_lengthL1norm_sma;pcm_RMSenergy_sma;pcm_zcr_sma;audSpec_Rfilt_sma[0];audSpec_Rfilt_sma[1];audSpec_Rfilt_sma[2];audSpec_Rfilt_sma[3];audSpec_Rfilt_sma[4];audSpec_Rfilt_sma[5];audSpec_Rfilt_sma[6];audSpec_Rfilt_sma[7];audSpec_Rfilt_sma[8];audSpec_Rfilt_sma[9];audSpec_Rfilt_sma[10];audSpec_Rfilt_sma[11];audSpec_Rfilt_sma[12];audSpec_Rfilt_sma[13];audSpec_Rfilt_sma[14];audSpec_Rfilt_sma[15];audSpec_Rfilt_sma[16];audSpec_Rfilt_sma[17];audSpec_Rfilt_sma[18];audSpec_Rfilt_sma[19];audSpec_Rfilt_sma[20];audSpec_Rfilt_sma[21];audSpec_Rfilt_sma[22];audSpec_Rfilt_sma[23];audSpec_Rfilt_sma[24];audSpec_Rfilt_sma[25];pcm_fftMag_fband250-650_sma;pcm_fftMag_fband1000-4000_sma;pcm_fftMag_spectralRollOff25.0_sma;pcm_fftMag_spectralRollOff50.0_sma;pcm_fftMag_spectralRollOff75.0_sma;pcm_fftMag_spectralRollOff90.0_sma;pcm_fftMag_spectralFlux_sma;pcm_fftMag_spectralCentroid_sma;pcm_fftMag_spectralEntropy_sma;pcm_fftMag_spectralVariance_sma;pcm_fftMag_spectralSkewness_sma;pcm_fftMag_spectralKurtosis_sma;pcm_fftMag_spectralSlope_sma;pcm_fftMag_psySharpness_sma;pcm_fftMag_spectralHarmonicity_sma;mfcc_sma[1];mfcc_sma[2];mfcc_sma[3];mfcc_sma[4];mfcc_sma[5];mfcc_sma[6];mfcc_sma[7];mfcc_sma[8];mfcc_sma[9];mfcc_sma[10];mfcc_sma[11];mfcc_sma[12];mfcc_sma[13];mfcc_sma[14];F0final_sma_de;voicingFinalUnclipped_sma_de;jitterLocal_sma_de;jitterDDP_sma_de;shimmerLocal_sma_de;logHNR_sma_de;audspec_lengthL1norm_sma_de;audspecRasta_lengthL1norm_sma_de;pcm_RMSenergy_sma_de;pcm_zcr_sma_de;audSpec_Rfilt_sma_de[0];audSpec_Rfilt_sma_de[1];audSpec_Rfilt_sma_de[2];audSpec_Rfilt_sma_de[3];audSpec_Rfilt_sma_de[4];audSpec_Rfilt_sma_de[5];audSpec_Rfilt_sma_de[6];audSpec_Rfilt_sma_de[7];audSpec_Rfilt_sma_de[8];audSpec_Rfilt_sma_de[9];audSpec_Rfilt_sma_de[10];audSpec_Rfilt_sma_de[11];audSpec_Rfilt_sma_de[12];audSpec_Rfilt_sma_de[13];audSpec_Rfilt_sma_de[14];audSpec_Rfilt_sma_de[15];audSpec_Rfilt_sma_de[16];audSpec_Rfilt_sma_de[17];audSpec_Rfilt_sma_de[18];audSpec_Rfilt_sma_de[19];audSpec_Rfilt_sma_de[20];audSpec_Rfilt_sma_de[21];audSpec_Rfilt_sma_de[22];audSpec_Rfilt_sma_de[23];audSpec_Rfilt_sma_de[24];audSpec_Rfilt_sma_de[25];pcm_fftMag_fband250-650_sma_de;pcm_fftMag_fband1000-4000_sma_de;pcm_fftMag_spectralRollOff25.0_sma_de;pcm_fftMag_spectralRollOff50.0_sma_de;pcm_fftMag_spectralRollOff75.0_sma_de;pcm_fftMag_spectralRollOff90.0_sma_de;pcm_fftMag_spectralFlux_sma_de;pcm_fftMag_spectralCentroid_sma_de;pcm_fftMag_spectralEntropy_sma_de;pcm_fftMag_spectralVariance_sma_de;pcm_fftMag_spectralSkewness_sma_de;pcm_fftMag_spectralKurtosis_sma_de;pcm_fftMag_spectralSlope_sma_de;pcm_fftMag_psySharpness_sma_de;pcm_fftMag_spectralHarmonicity_sma_de;mfcc_sma_de[1];mfcc_sma_de[2];mfcc_sma_de[3];mfcc_sma_de[4];mfcc_sma_de[5];mfcc_sma_de[6];mfcc_sma_de[7];mfcc_sma_de[8];mfcc_sma_de[9];mfcc_sma_de[10];mfcc_sma_de[11];mfcc_sma_de[12];mfcc_sma_de[13];mfcc_sma_de[14]
'03-02-03-01-02-02-02.wav';0.000000;0;0;0;0;0;-100;1.033966e-03;9.883412e-01;0;9.993055e-01;1.292162e-01;2.720484e-01;4.195279e-01;5.544473e-01;6.697289e-01;7.658961e-01;8.470284e-01;9.178292e-01;9.822495e-01;1.043099e+00;1.102099e+00;1.160070e+00;1.217131e+00;1.272837e+00;1.326212e+00;1.375581e+00;1.418056e+00;1.448481e+00;1.457878e+00;1.432704e+00;1.358746e+00;1.232340e+00;1.069155e+00;8.959276e-01;7.342484e-01;5.943311e-01;0;0;4.687500e+01;4.687500e+01;4.687500e+01;4.687500e+01;0;0;8.632051e-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.851797e-04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
'03-02-03-01-02-02-02.wav';0.010000;0;0;0;0;0;-100;1.033966e-03;9.883412e-01;0;9.990740e-01;1.292162e-01;2.720484e-01;4.195279e-01;5.544473e-01;6.697289e-01;7.658961e-01;8.470284e-01;9.178292e-01;9.822495e-01;1.043099e+00;1.102099e+00;1.160070e+00;1.217131e+00;1.272837e+00;1.326212e+00;1.375581e+00;1.418056e+00;1.448481e+00;1.457878e+00;1.432704e+00;1.358746e+00;1.232340e+00;1.069155e+00;8.959276e-01;7.342484e-01;5.943311e-01;0;0;4.687500e+01;4.687500e+01;4.687500e+01;4.687500e+01;0;0;8.632051e-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-3.587842e-04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
'03-02-03-01-02-02-02.wav';0.020000;0;0;0;0;0;-100;1.033966e-03;9.883412e-01;0;9.984954e-01;1.292162e-01;2.720484e-01;4.195279e-01;5.544473e-01;6.697289e-01;7.658961e-01;8.470284e-01;9.178292e-01;9.822495e-01;1.043099e+00;1.102099e+00;1.160070e+00;1.217131e+00;1.272837e+00;1.326212e+00;1.375581e+00;1.418056e+00;1.448481e+00;1.457878e+00;1.432704e+00;1.358746e+00;1.232340e+00;1.069155e+00;8.959276e-01;7.342484e-01;5.943311e-01;0;0;4.687500e+01;4.687500e+01;4.687500e+01;4.687500e+01;0;0;8.632051e-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-4.629671e-04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
'03-02-03-01-02-02-02.wav';0.030000;0;0;0;0;0;-100;1.033966e-03;9.883412e-01;0;9.979167e-01;1.292162e-01;2.720484e-01;4.195279e-01;5.544473e-01;6.697289e-01;7.658961e-01;8.470284e-01;9.178292e-01;9.822495e-01;1.043099e+00;1.102099e+00;1.160070e+00;1.217131e+00;1.272837e+00;1.326212e+00;1.375581e+00;1.418056e+00;1.448481e+00;1.457878e+00;1.432704e+00;1.358746e+00;1.232340e+00;1.069155e+00;8.959276e-01;7.342484e-01;5.943311e-01;0;0;4.687500e+01;4.687500e+01;4.687500e+01;4.687500e+01;0;0;8.632051e-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.073349e-08;2.050400e-06;9.286487e-08;-4.629612e-04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.328655e-05;6.677112e-14;5.034993e-13;3.968750e+02;7.968750e+02;1.196875e+03;1.437500e+03;5.182020e-07;8.015504e+02;0;3.192430e+06;-1.059543e-05;1.199989e-01;-7.827307e-18;5.188485e-01;5.530607e-13;-8.929088e-04;1.418863e-03;-1.910218e-03;2.351949e-03;-2.730916e-03;3.036368e-03;-3.260362e-03;3.398044e-03;-3.447826e-03;3.411425e-03;-3.293757e-03;3.102720e-03;-2.848837e-03;2.544813e-03
'03-02-03-01-02-02-02.wav';0.040000;0;0;0;0;0;-100;1.033966e-03;9.883412e-01;0;9.975694e-01;1.292162e-01;2.720484e-01;4.195279e-01;5.544473e-01;6.697289e-01;7.658961e-01;8.470284e-01;9.178292e-01;9.822495e-01;1.043099e+00;1.102099e+00;1.160070e+00;1.217131e+00;1.272837e+00;1.326212e+00;1.375581e+00;1.418056e+00;1.448481e+00;1.457878e+00;1.432704e+00;1.358746e+00;1.232340e+00;1.069155e+00;8.959276e-01;7.342484e-01;5.943311e-01;0;0;4.687500e+01;4.687500e+01;4.687500e+01;4.687500e+01;0;0;8.632051e-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.211857e-04;1.445648e-02;2.861296e-07;-4.166782e-04;1.477340e-03;2.230334e-03;4.386747e-03;9.071338e-03;7.650256e-03;2.616572e-03;8.417773e-03;1.483166e-02;1.219554e-02;1.272123e-02;1.217670e-02;1.744778e-02;1.236434e-02;1.635137e-02;1.604931e-02;1.650720e-02;1.967392e-02;2.097967e-02;2.530146e-02;2.604091e-02;2.689006e-02;2.587838e-02;2.239921e-02;1.810348e-02;1.339675e-02;1.070868e-02;6.094226e-12;2.383177e-11;9.703125e+02;1.992188e+03;3.014062e+03;3.593750e+03;4.348902e-06;2.002852e+03;7.694412e+00;8026601;4.419563e-06;3.016141e-01;-4.044882e-14;1.295987e+00;6.724243e-11;-5.256750e-01;2.614660e-01;-8.423933e-02;-2.162812e-01;5.324794e-01;-1.012447e-01;-1.806655e-03;-3.810883e-01;-4.736205e-01;-5.776497e-01;-2.285558e-01;2.694969e-01;6.942537e-01;9.209982e-01
'03-02-03-01-02-02-02.wav';0.050000;0;0;0;0;0;-100;1.034019e-03;9.883514e-01;4.643243e-07;9.972222e-01;1.292162e-01;2.720484e-01;4.195279e-01;5.544473e-01;6.697289e-01;7.658961e-01;8.470284e-01;9.178292e-01;9.822495e-01;1.043099e+00;1.102099e+00;1.160070e+00;1.217131e+00;1.272837e+00;1.326212e+00;1.375581e+00;1.418056e+00;1.448481e+00;1.457878e+00;1.432704e+00;1.358746e+00;1.232340e+00;1.069155e+00;8.959276e-01;7.342484e-01;5.945975e-01;3.338556e-13;2.517497e-12;2.031250e+03;4.031250e+03;6.031250e+03;7.234375e+03;2.591010e-06;4.007752e+03;8.632051e-06;15962148;-5.297715e-05;5.999945e-01;-3.913654e-17;2.594242e+00;2.765303e-12;-4.464544e-03;7.094313e-03;-9.551090e-03;1.175975e-02;-1.365458e-02;1.518184e-02;-1.630181e-02;1.699022e-02;-1.723913e-02;1.705712e-02;-1.646879e-02;1.551360e-02;-1.424418e-02;1.272406e-02;0;0;0;0;0;0;1.908079e-04;4.563614e-02;4.732814e-07;-3.819466e-04;4.411967e-03;6.628728e-03;1.308179e-02;2.728532e-02;2.284661e-02;7.719970e-03;2.508351e-02;4.459870e-02;3.647375e-02;3.828717e-02;3.634427e-02;5.265149e-02;3.685563e-02;4.900568e-02;4.840564e-02;5.015633e-02;6.097109e-02;6.627253e-02;8.121018e-02;8.516725e-02;8.887006e-02;8.638549e-02;7.551066e-02;6.095517e-02;4.523217e-02;3.612858e-02;9.334368e-12;3.695525e-11;1.551562e+03;3.190625e+03;4.829688e+03;5750;9.336783e-06;3.204897e+03;1.273195e+01;12844643;-2.640624e-06;4.829749e-01;-6.019930e-14;2.073734e+00;1.025589e-10;-1.105150e+00;6.594480e-01;-2.059180e-01;-4.048750e-01;9.098573e-01;-1.925683e-01;-5.881798e-03;-5.827468e-01;-6.992563e-01;-8.638225e-01;-3.465069e-01;4.150985e-01;1.024756e+00;1.395085e+00
'03-02-03-01-02-02-02.wav';0.060000;0;0;0;0;0;-100;1.639867e-03;1.060618e+00;1.198486e-06;9.967592e-01;1.366029e-01;2.832001e-01;4.414617e-01;5.998040e-01;7.079802e-01;7.789790e-01;8.891173e-01;9.919875e-01;1.043227e+00;1.106706e+00;1.162983e+00;1.247309e+00;1.278952e+00;1.354594e+00;1.406458e+00;1.458117e+00;1.516426e+00;1.553379e+00;1.584385e+00;1.562909e+00;1.493196e+00;1.361732e+00;1.181151e+00;9.864450e-01;8.012322e-01;6.477413e-01;3.030420e-11;1.179001e-10;3.906250e+03;8.015625e+03;12125;1.442188e+04;2.044901e-05;8.010382e+03;3.847207e+01;32151930;4.858639e-05;1.208073e+00;-2.022245e-13;5.182814e+00;3.348295e-10;-2.626143e+00;1.303783e+00;-4.164211e-01;-1.087286e+00;2.669225e+00;-5.138146e-01;-8.823673e-04;-1.913937e+00;-2.359483e+00;-2.896777e+00;-1.134544e+00;1.339728e+00;3.478391e+00;4.598629e+00;0;0;0;0;0;0;1.953106e-04;8.091727e-02;3.908520e-07;-2.430499e-04;7.552868e-03;1.133095e-02;2.238486e-02;4.681144e-02;3.911104e-02;1.316624e-02;4.291143e-02;7.650811e-02;6.246711e-02;6.587104e-02;6.220709e-02;9.060162e-02;6.305683e-02;8.403270e-02;8.340560e-02;8.686855e-02;1.069010e-01;1.176232e-01;1.453840e-01;1.542050e-01;1.618097e-01;1.581438e-01;1.390599e-01;1.122170e-01;8.349539e-02;6.672295e-02;9.355766e-12;3.699261e-11;1.153125e+03;2.395312e+03;3.637500e+03;4.312500e+03;1.110383e-05;2.403462e+03;1.332711e+01;9655531;4.644250e-06;3.632531e-01;-5.995352e-14;1.554906e+00;1.027843e-10;-1.262465e+00;7.914764e-01;-2.435485e-01;-4.477475e-01;9.684986e-01;-2.163348e-01;-3.799798e-03;-5.921267e-01;-6.897902e-01;-8.663343e-01;-3.446381e-01;4.170345e-01;1.019648e+00;1.399015e+00
'03-02-03-01-02-02-02.wav';0.070000;0;0;0;0;0;-100;1.685055e-03;1.180383e+00;1.767164e-06;9.964120e-01;1.475827e-01;2.996162e-01;4.739700e-01;6.681955e-01;7.648364e-01;7.979546e-01;9.514015e-01;1.103744e+00;1.134129e+00;1.202732e+00;1.253379e+00;1.379708e+00;1.370498e+00;1.476987e+00;1.528117e+00;1.585095e+00;1.673727e+00;1.727395e+00;1.800675e+00;1.793438e+00;1.735871e+00;1.599571e+00;1.390710e+00;1.155445e+00;9.269174e-01;7.482689e-01;3.151974e-11;1.258262e-10;5875;1.201562e+04;1.815625e+04;2.160938e+04;3.645942e-05;1.201929e+04;4.442372e+01;48147252;-3.749632e-05;1.810838e+00;-1.998842e-13;7.777261e+00;3.453796e-10;-4.212680e+00;2.645349e+00;-8.213795e-01;-1.480732e+00;3.214674e+00;-7.059341e-01;-2.896781e-02;-1.956766e+00;-2.316540e+00;-2.870724e+00;-1.165262e+00;1.405629e+00;3.384584e+00;4.676108e+00;0;0;0;0;0;0;1.354009e-05;8.415885e-02;1.450421e-07;0;7.463655e-03;1.119320e-02;2.211811e-02;4.628322e-02;3.864903e-02;1.299954e-02;4.239774e-02;7.564315e-02;6.173582e-02;6.559090e-02;6.146972e-02;9.008320e-02;6.230340e-02;8.319237e-02;8.325921e-02;8.743922e-02;1.095357e-01;1.227013e-01;1.532520e-01;1.650714e-01;1.743338e-01;1.714857e-01;1.519982e-01;1.226758e-01;9.174976e-02;7.350626e-02;5.887932e-13;2.625161e-12;1.859375e+02;8.765625e+02;1.098438e+03;1.403125e+03;6.106934e-06;7.754154e+02;1.785495e+00;3520112;-1.743844e-02;1.244743e-01;-2.744832e-14;5.103110e-01;2.378296e-12;-4.746219e-01;4.003415e-01;-1.186222e-01;-1.215617e-01;1.677314e-01;-6.219040e-02;-3.535088e-03;-1.794576e-02;1.805465e-02;2.698784e-03;-4.274770e-03;1.511622e-02;-2.386884e-02;1.942642e-02
'03-02-03-01-02-02-02.wav';0.080000;0;0;0;0;0;-100;1.685001e-03;1.296912e+00;1.302840e-06;9.967592e-01;1.577973e-01;3.149192e-01;5.042312e-01;7.316304e-01;8.177304e-01;8.156981e-01;1.009399e+00;1.207413e+00;1.218645e+00;1.292638e+00;1.337495e+00;1.503259e+00;1.455731e+00;1.590925e+00;1.642287e+00;1.705167e+00;1.824726e+00;1.897140e+00;2.013399e+00;2.023362e+00;1.979232e+00;1.839443e+00;1.603677e+00;1.327254e+00;1.055391e+00;8.511102e-01;3.118589e-11;1.233087e-10;3.890625e+03;8.031250e+03;1.217188e+04;1.442188e+04;3.858495e-05;8.011541e+03;4.442372e+01;32185104;1.548083e-05;1.210844e+00;-1.998451e-13;5.183019e+00;3.426143e-10;-4.208216e+00;2.638254e+00;-8.118284e-01;-1.492492e+00;3.228329e+00;-7.211160e-01;-1.266600e-02;-1.973756e+00;-2.299301e+00;-2.887781e+00;-1.148794e+00;1.390115e+00;3.398828e+00;4.663384e+00;0;0;0;0;0;0;-6.687533e-05;4.433674e-02;-5.761130e-08;2.430499e-04;3.687589e-03;5.426657e-03;1.089327e-02;2.137633e-02;2.061390e-02;1.207748e-02;2.454771e-02;3.590405e-02;2.970241e-02;3.677563e-02;3.262449e-02;4.551097e-02;3.508847e-02;4.434366e-02;4.502193e-02;4.727798e-02;5.763695e-02;6.494812e-02;7.710902e-02;8.373626e-02;8.767122e-02;8.731278e-02;8.052325e-02;6.696602e-02;5.283802e-02;4.314256e-02;-6.189450e-13;-3.385316e-12;-5.375000e+02;-2.171875e+02;-8.625000e+02;-7.984375e+02;-6.054850e-07;-4.576667e+02;-3.007734e+00;-9.815542e+05;-3.988886e-02;-5.329634e-02;-6.041653e-13;-2.764466e-01;-5.917702e-11;7.279503e-01;-6.083118e-01;-2.624656e-01;6.081223e-01;-1.219285e+00;2.272992e-01;-1.449025e-01;4.820173e-01;7.105858e-01;7.881455e-01;4.504879e-01;-2.329404e-01;-7.723992e-01;-9.818751e-01
'03-02-03-01-02-02-02.wav';0.090000;0;0;0;0;0;-100;1.079153e-03;1.290999e+00;1.137358e-06;9.972222e-01;1.559373e-01;3.121548e-01;4.987337e-01;7.199502e-01;8.080990e-01;8.125343e-01;9.988763e-01;1.188332e+00;1.203220e+00;1.278088e+00;1.322192e+00;1.482511e+00;1.440258e+00;1.570633e+00;1.624593e+00;1.689252e+00;1.811585e+00;1.890107e+00;2.009630e+00;2.027834e+00;1.987397e+00;1.850912e+00;1.617883e+00;1.338902e+00;1.065918e+00;8.604444e-01;2.836978e-12;1.293900e-11;2.968750e+03;8.406250e+03;11500;14250;2.405770e-05;7.884250e+03;5.951659e+00;33546122;-8.722860e-02;1.220981e+00;-1.384705e-13;5.145695e+00;1.076440e-11;-1.586537e+00;1.341566e+00;-4.049585e-01;-3.934458e-01;5.454500e-01;-1.921195e-01;-2.808544e-02;-4.282897e-02;4.294305e-02;2.605304e-02;-3.071803e-02;6.590103e-02;-9.380691e-02;7.747867e-02;0;0;0;0;0;0;-2.297858e-05;-4.649544e-03;-2.325228e-08;3.819466e-04;-1.011312e-04;-4.797876e-04;-4.145652e-04;-5.130917e-03;4.124659e-03;1.676187e-02;1.039665e-02;-5.407608e-03;-3.254700e-03;1.109698e-02;6.046295e-03;4.831314e-04;1.227285e-02;8.478045e-03;8.349264e-03;6.629598e-03;-1.954937e-03;-7.066488e-03;-2.506260e-02;-3.150400e-02;-3.832866e-02;-3.724103e-02;-2.674048e-02;-1.579099e-02;-4.845315e-03;-2.203488e-03;3.074973e-12;9.933436e-12;-3.656250e+02;2.140625e+02;-3.093750e+02;-9.687500e+01;-1.555436e-06;-6.658784e+01;-5.262859e-01;704434;-4.674193e-02;7.702172e-03;-9.161683e-13;-1.995134e-02;-4.102314e-11;1.173519e+00;-1.118661e+00;-3.356291e-01;8.683004e-01;-1.593544e+00;3.230307e-01;-2.106907e-01;4.504832e-01;6.973494e-01;7.415916e-01;5.131186e-01;-1.666704e-01;-6.101225e-01;-8.049895e-01
