name;frameTime;F0final_sma;voicingFinalUnclipped_sma;jitterLocal_sma;jitterDDP_sma;shimmerLocal_sma;logHNR_sma;audspec_lengthL1norm_sma;audspecRasta_lengthL1norm_sma;pcm_RMSenergy_sma;pcm_zcr_sma;audSpec_Rfilt_sma[0];audSpec_Rfilt_sma[1];audSpec_Rfilt_sma[2];audSpec_Rfilt_sma[3];audSpec_Rfilt_sma[4];audSpec_Rfilt_sma[5];audSpec_Rfilt_sma[6];audSpec_Rfilt_sma[7];audSpec_Rfilt_sma[8];audSpec_Rfilt_sma[9];audSpec_Rfilt_sma[10];audSpec_Rfilt_sma[11];audSpec_Rfilt_sma[12];audSpec_Rfilt_sma[13];audSpec_Rfilt_sma[14];audSpec_Rfilt_sma[15];audSpec_Rfilt_sma[16];audSpec_Rfilt_sma[17];audSpec_Rfilt_sma[18];audSpec_Rfilt_sma[19];audSpec_Rfilt_sma[20];audSpec_Rfilt_sma[21];audSpec_Rfilt_sma[22];audSpec_Rfilt_sma[23];audSpec_Rfilt_sma[24];audSpec_Rfilt_sma[25];pcm_fftMag_fband250-650_sma;pcm_fftMag_fband1000-4000_sma;pcm_fftMag_spectralRollOff25.0_sma;pcm_fftMag_spectralRollOff50.0_sma;pcm_fftMag_spectralRollOff75.0_sma;pcm_fftMag_spectralRollOff90.0_sma;pcm_fftMag_spectralFlux_sma;pcm_fftMag_spectralCentroid_sma;pcm_fftMag_spectralEntropy_sma;pcm_fftMag_spectralVariance_sma;pcm_fftMag_spectralSkewness_sma;pcm_fftMag_spectralKurtosis_sma;pcm_fftMag_spectralSlope_sma;pcm_fftMag_psySharpness_sma;pcm_fftMag_spectralHarmonicity_sma;mfcc_sma[1];mfcc_sma[2];mfcc_sma[3];mfcc_sma[4];mfcc_sma[5];mfcc_sma[6];mfcc_sma[7];mfcc_sma[8];mfcc_sma[9];mfcc_sma[10];mfcc_sma[11];mfcc_sma[12];mfcc_sma[13];mfcc_sma[14];F0final_sma_de;voicingFinalUnclipped_sma_de;jitterLocal_sma_de;jitterDDP_sma_de;shimmerLocal_sma_de;logHNR_sma_de;audspec_lengthL1norm_sma_de;audspecRasta_lengthL1norm_sma_de;pcm_RMSenergy_sma_de;pcm_zcr_sma_de;audSpec_Rfilt_sma_de[0];audSpec_Rfilt_sma_de[1];audSpec_Rfilt_sma_de[2];audSpec_Rfilt_sma_de[3];audSpec_Rfilt_sma_de[4];audSpec_Rfilt_sma_de[5];audSpec_Rfilt_sma_de[6];audSpec_Rfilt_sma_de[7];audSpec_Rfilt_sma_de[8];audSpec_Rfilt_sma_de[9];audSpec_Rfilt_sma_de[10];audSpec_Rfilt_sma_de[11];audSpec_Rfilt_sma_de[12];audSpec_Rfilt_sma_de[13];audSpec_Rfilt_sma_de[14];audSpec_Rfilt_sma_de[15];audSpec_Rfilt_sma_de[16];audSpec_Rfilt_sma_de[17];audSpec_Rfilt_sma_de[18];audSpec_Rfilt_sma_de[19];audSpec_Rfilt_sma_de[20];audSpec_Rfilt_sma_de[21];audSpec_Rfilt_sma_de[22];audSpec_Rfilt_sma_de[23];audSpec_Rfilt_sma_de[24];audSpec_Rfilt_sma_de[25];pcm_fftMag_fband250-650_sma_de;pcm_fftMag_fband1000-4000_sma_de;pcm_fftMag_spectralRollOff25.0_sma_de;pcm_fftMag_spectralRollOff50.0_sma_de;pcm_fftMag_spectralRollOff75.0_sma_de;pcm_fftMag_spectralRollOff90.0_sma_de;pcm_fftMag_spectralFlux_sma_de;pcm_fftMag_spectralCentroid_sma_de;pcm_fftMag_spectralEntropy_sma_de;pcm_fftMag_spectralVariance_sma_de;pcm_fftMag_spectralSkewness_sma_de;pcm_fftMag_spectralKurtosis_sma_de;pcm_fftMag_spectralSlope_sma_de;pcm_fftMag_psySharpness_sma_de;pcm_fftMag_spectralHarmonicity_sma_de;mfcc_sma_de[1];mfcc_sma_de[2];mfcc_sma_de[3];mfcc_sma_de[4];mfcc_sma_de[5];mfcc_sma_de[6];mfcc_sma_de[7];mfcc_sma_de[8];mfcc_sma_de[9];mfcc_sma_de[10];mfcc_sma_de[11];mfcc_sma_de[12];mfcc_sma_de[13];mfcc_sma_de[14]
'03-02-04-02-01-02-04.wav';0.000000;0;0;0;0;0;-100;3.561230e-03;9.883412e-01;5.014675e-06;9.202546e-01;1.292162e-01;2.720484e-01;4.195279e-01;5.544473e-01;6.697289e-01;7.658961e-01;8.470284e-01;9.178292e-01;9.822495e-01;1.043099e+00;1.102099e+00;1.160070e+00;1.217131e+00;1.272837e+00;1.326212e+00;1.375581e+00;1.418056e+00;1.448481e+00;1.457878e+00;1.432704e+00;1.358746e+00;1.232340e+00;1.069155e+00;8.959276e-01;7.342484e-01;5.943311e-01;1.260514e-10;1.117422e-09;3.812500e+03;9.453125e+03;16875;2.134375e+04;1.459453e-05;1.044470e+04;1.041148e+02;54066004;3.566899e-01;1.792162e+00;-9.736426e-11;6.658764e+00;1.155543e-09;-8.291519e+00;-2.156892e+00;7.970622e+00;-1.024995e+01;3.362950e+00;-8.503429e+00;-2.925490e+00;-9.752049e-01;6.197139e+00;5.821646e+00;-4.007401e+00;-2.644662e+00;2.917979e+00;2.395583e+00;0;0;0;0;0;0;4.002927e-04;0;2.097207e-07;-2.665510e-02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.385102e-10;3.871373e-10;-1.593750e+02;-8.656250e+02;-9.359375e+02;-6.671875e+02;1.193376e-05;-5.153268e+02;-1.271502e+01;-2.700474e+06;8.663518e-02;1.432426e-01;-9.631895e-11;-2.857457e-01;7.713937e-10;2.719054e-01;1.030621e+00;-6.572272e-01;1.399755e+00;-2.643072e-01;1.522490e+00;4.796156e-01;4.664236e-01;-8.648838e-01;-2.270161e+00;1.968290e-01;-1.960301e-02;-4.737855e-01;-6.274479e-01
'03-02-04-02-01-02-04.wav';0.010000;0;0;0;0;0;-100;4.365875e-03;9.883412e-01;5.134629e-06;8.736112e-01;1.292162e-01;2.720484e-01;4.195279e-01;5.544473e-01;6.697289e-01;7.658961e-01;8.470284e-01;9.178292e-01;9.822495e-01;1.043099e+00;1.102099e+00;1.160070e+00;1.217131e+00;1.272837e+00;1.326212e+00;1.375581e+00;1.418056e+00;1.448481e+00;1.457878e+00;1.432704e+00;1.358746e+00;1.232340e+00;1.069155e+00;8.959276e-01;7.342484e-01;5.943311e-01;3.176049e-10;1.912848e-09;3.437500e+03;7.578125e+03;1.482812e+04;2.004688e+04;3.679002e-05;9.346351e+03;7.965244e+01;48905708;5.649562e-01;2.125259e+00;-2.818747e-10;6.034104e+00;2.484262e-09;-7.652196e+00;-1.095064e+00;5.731108e+00;-7.819027e+00;4.882310e+00;-5.410190e+00;-1.624122e+00;-5.516258e-01;5.012471e+00;3.388827e+00;-2.838180e+00;-1.238059e+00;1.330742e+00;2.170997e-01;0;0;0;0;0;0;6.779712e-04;0;6.419522e-07;-4.650463e-02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.872572e-10;7.687009e-10;-3.703125e+02;-1.042188e+03;-1050;-7.218750e+02;2.124323e-05;-6.340303e+02;-1.924118e+01;-2.265713e+06;8.571994e-02;1.382412e-01;-2.256099e-10;-3.519410e-01;1.694595e-09;9.949535e-01;2.407492e+00;-3.005324e-01;2.063131e+00;-1.428718e+00;1.348284e+00;5.197006e-01;7.060748e-01;-2.094531e+00;-4.621388e+00;-9.054031e-01;-1.209285e-01;-1.054401e-01;-9.512188e-02
'03-02-04-02-01-02-04.wav';0.020000;0;0;0;0;0;-100;5.160371e-03;9.883412e-01;6.003301e-06;8.103009e-01;1.292162e-01;2.720484e-01;4.195279e-01;5.544473e-01;6.697289e-01;7.658961e-01;8.470284e-01;9.178292e-01;9.822495e-01;1.043099e+00;1.102099e+00;1.160070e+00;1.217131e+00;1.272837e+00;1.326212e+00;1.375581e+00;1.418056e+00;1.448481e+00;1.457878e+00;1.432704e+00;1.358746e+00;1.232340e+00;1.069155e+00;8.959276e-01;7.342484e-01;5.943311e-01;7.228256e-10;2.655396e-09;3.203125e+03;6.062500e+03;1.321875e+04;1.865625e+04;6.316559e-05;8.417241e+03;5.277090e+01;43143784;6.857327e-01;2.341827e+00;-4.867038e-10;5.542366e+00;4.348152e-09;-7.251654e+00;2.465301e+00;5.804243e+00;-4.466643e+00;1.281733e+00;-2.437597e+00;-1.178097e+00;1.145123e+00;2.465054e+00;-4.312749e+00;-3.607866e+00;-3.445978e+00;1.342671e+00;3.475854e-01;0;0;0;0;0;0;9.951041e-04;1.435934e-02;5.852452e-06;-5.651621e-02;3.721192e-03;1.154592e-02;2.082922e-02;2.301018e-02;2.718649e-02;1.919696e-02;2.045622e-02;2.083894e-02;2.071185e-02;1.135075e-02;1.169400e-02;1.383326e-02;1.547010e-02;1.453531e-02;1.356101e-02;1.511073e-02;1.037133e-02;1.482289e-02;1.530876e-02;1.300266e-02;1.178548e-02;1.185408e-02;7.046270e-03;8.435369e-03;8.557749e-03;9.106159e-03;4.096521e-09;1.517415e-09;-6.109375e+02;-1.226562e+03;-1.390625e+03;-1.012500e+03;3.260902e-05;-8.661735e+02;-2.100666e+01;-2.066041e+06;1.509217e-01;3.800833e-01;-9.667042e-10;-5.106840e-01;4.106231e-09;2.221506e+00;3.387806e+00;6.164936e-01;1.926780e+00;-2.418049e+00;5.395236e-01;-5.006251e-01;3.658646e-01;-3.198612e+00;-5.290411e+00;-1.635976e+00;-1.995839e-01;1.608246e-01;3.907264e-01
'03-02-04-02-01-02-04.wav';0.030000;0;0;0;0;0;-100;6.151516e-03;9.883412e-01;7.730123e-06;7.427084e-01;1.292162e-01;2.720484e-01;4.195279e-01;5.544473e-01;6.697289e-01;7.658961e-01;8.470284e-01;9.178292e-01;9.822495e-01;1.043099e+00;1.102099e+00;1.160070e+00;1.217131e+00;1.272837e+00;1.326212e+00;1.375581e+00;1.418056e+00;1.448481e+00;1.457878e+00;1.432704e+00;1.358746e+00;1.232340e+00;1.069155e+00;8.959276e-01;7.342484e-01;5.943311e-01;3.263950e-09;4.191941e-09;2.265625e+03;5.937500e+03;1.345312e+04;1.907812e+04;9.652515e-05;8.288278e+03;3.358084e+01;48198548;6.207682e-01;2.208536e+00;-1.030744e-09;5.457258e+00;8.032212e-09;-3.836684e+00;7.569471e+00;7.551149e+00;-2.825953e+00;-2.740033e+00;-4.794927e+00;-1.200684e+00;1.495005e+00;-2.409474e+00;-1.221809e+01;-8.734183e+00;-2.848646e+00;3.178433e+00;2.943973e+00;0;0;0;0;0;0;2.348620e-03;6.981160e-02;1.486416e-05;-4.928240e-02;1.846648e-02;5.787153e-02;1.081802e-01;1.198733e-01;1.470203e-01;9.912679e-02;9.239801e-02;9.785079e-02;1.033485e-01;7.155921e-02;6.560280e-02;6.356741e-02;6.523570e-02;6.145867e-02;6.558418e-02;6.266634e-02;5.591329e-02;9.058100e-02;8.925240e-02;6.898750e-02;4.969555e-02;4.409184e-02;2.530401e-02;2.835936e-02;3.048359e-02;3.262290e-02;5.184048e-07;1.962951e-08;-8.171875e+02;-1.317188e+03;-1.948438e+03;-2.048438e+03;2.212621e-04;-1.254821e+03;-1.686932e+01;-3.503916e+06;9.138196e-01;1.217478e+01;-8.573114e-08;-7.926399e-01;8.280863e-08;4.464395e+00;3.635925e+00;1.945947e+00;-4.768901e-02;-2.536140e+00;2.422808e-01;-3.369595e+00;-9.591213e-01;-3.881128e+00;-4.466971e+00;-9.917936e-01;6.775714e-01;-2.954627e-01;6.549462e-01
'03-02-04-02-01-02-04.wav';0.040000;0;0;0;0;0;-100;7.643931e-03;1.060138e+00;3.297919e-05;7.031250e-01;1.478221e-01;3.297780e-01;5.236740e-01;6.694982e-01;8.056614e-01;8.618810e-01;9.493095e-01;1.022024e+00;1.085809e+00;1.099853e+00;1.160569e+00;1.229236e+00;1.294481e+00;1.345513e+00;1.394017e+00;1.451135e+00;1.469913e+00;1.522596e+00;1.534421e+00;1.497717e+00;1.417674e+00;1.291610e+00;1.104386e+00;9.381045e-01;7.770371e-01;6.398619e-01;1.913548e-08;7.564953e-09;1.343750e+03;4.140625e+03;1.060938e+04;1.676562e+04;1.477721e-04;6.642869e+03;2.211732e+01;44089380;1.083392e+00;3.650940e+00;-4.556450e-09;4.393767e+00;1.891272e-08;9.082522e-01;1.044987e+01;1.014307e+01;-3.112591e+00;-4.916126e+00;-6.113443e+00;-5.640335e+00;-1.691976e-01;-6.084947e+00;-1.282695e+01;-9.239278e+00;-2.837288e+00;2.798257e+00;2.985779e+00;0;0;0;0;0;0;2.932528e-03;1.690511e-01;2.194327e-05;-2.957175e-02;4.754774e-02;1.487107e-01;2.796859e-01;3.004934e-01;3.838971e-01;2.500377e-01;2.180009e-01;2.368580e-01;2.548653e-01;2.025157e-01;1.734810e-01;1.569726e-01;1.449819e-01;1.387722e-01;1.498462e-01;1.296933e-01;1.397640e-01;2.200928e-01;2.131124e-01;1.593928e-01;1.127203e-01;9.222703e-02;5.733402e-02;5.675202e-02;6.240426e-02;6.516890e-02;7.773829e-07;2.843190e-08;-7.921875e+02;-1.548438e+03;-2875;-2.735938e+03;4.932965e-04;-1.646830e+03;-1.125793e+01;-5.654926e+06;1.378005e+00;1.825855e+01;-1.285303e-07;-1.065328e+00;1.219676e-07;5.530744e+00;3.138437e+00;1.728019e+00;-1.332108e+00;-1.077173e+00;5.261011e-01;-4.755377e+00;-2.157156e+00;-2.747076e+00;-2.023536e+00;1.869285e-01;1.032180e+00;-1.026489e+00;-2.070480e-01
'03-02-04-02-01-02-04.wav';0.050000;0;0;0;0;0;-100;1.486719e-02;1.301501e+00;6.596750e-05;6.807871e-01;2.122456e-01;5.325412e-01;9.083560e-01;1.096288e+00;1.336864e+00;1.213538e+00;1.257878e+00;1.354986e+00;1.447213e+00;1.372519e+00;1.400878e+00;1.443324e+00;1.504634e+00;1.543792e+00;1.620230e+00;1.651136e+00;1.671695e+00;1.864329e+00;1.865868e+00;1.745135e+00;1.577760e+00;1.423164e+00;1.178059e+00;1.016636e+00;8.652720e-01;7.346802e-01;2.583135e-06;9.760564e-08;2.812500e+02;1.953125e+03;6.390625e+03;10750;1.100797e-03;3.959435e+03;1.063264e+01;30913328;4.935225e+00;6.234462e+01;-4.269027e-07;2.645204e+00;4.092451e-07;1.058982e+01;1.309227e+01;1.329143e+01;-8.734498e+00;-4.699462e+00;-2.360863e+00;-1.624098e+01;-4.690072e+00;-1.011817e+01;-1.468893e+01;-4.981442e+00;1.845453e+00;-8.743649e-01;2.172734e+00;0;0;0;0;0;0;2.832332e-03;2.693065e-01;1.732757e-05;-4.050946e-03;7.690258e-02;2.450191e-01;4.749771e-01;4.853685e-01;6.305493e-01;4.207079e-01;3.444553e-01;3.806535e-01;4.157358e-01;3.739833e-01;3.046924e-01;2.562217e-01;2.028374e-01;1.977627e-01;2.163300e-01;1.819491e-01;2.238816e-01;3.424079e-01;3.245284e-01;2.426509e-01;1.748007e-01;1.313048e-01;9.366854e-02;8.079303e-02;9.045030e-02;8.933834e-02;7.866153e-07;2.860960e-08;-5.171875e+02;-1.514062e+03;-3.198438e+03;-2.946875e+03;5.818029e-04;-1.664878e+03;-6.854768e+00;-7336733;1.425967e+00;1.843464e+01;-1.301607e-07;-1.074390e+00;1.239341e-07;4.696890e+00;2.353429e+00;6.041754e-01;-1.980722e+00;1.872928e-01;1.456287e+00;-4.289149e+00;-3.365286e+00;-1.684011e+00;-5.827848e-01;6.910492e-01;5.777254e-02;-1.654519e+00;-8.762334e-01
'03-02-04-02-01-02-04.wav';0.060000;0;0;0;0;0;-100;1.546517e-02;1.677017e+00;8.660099e-05;6.934028e-01;3.254401e-01;8.853553e-01;1.573543e+00;1.785994e+00;2.255647e+00;1.792264e+00;1.731608e+00;1.883541e+00;2.024095e+00;1.890968e+00;1.820115e+00;1.803306e+00;1.798289e+00;1.831220e+00;1.928434e+00;1.886270e+00;1.990058e+00;2.341021e+00;2.319444e+00;2.073453e+00;1.812841e+00;1.598063e+00;1.301373e+00;1.119334e+00;9.807579e-01;8.500010e-01;2.597701e-06;9.810807e-08;2.343750e+02;3.125000e+02;2375;9.140625e+03;2.027512e-03;2.347513e+03;7.955355e+00;23511762;5.418531e+00;6.356655e+01;-4.302022e-07;1.621750e+00;4.135795e-07;1.318881e+01;1.539608e+01;1.157420e+01;-8.172912e+00;-3.124418e+00;-1.024124e+00;-1.743484e+01;-6.548117e+00;-7.415977e+00;-1.319501e+01;-4.549594e+00;-6.321298e-01;-1.763376e+00;-3.020356e-01;0;0;0;0;0;0;7.255698e-04;2.815790e-01;1.168250e-06;1.842592e-02;8.023678e-02;2.619264e-01;5.279662e-01;5.092914e-01;6.633804e-01;4.587787e-01;3.502809e-01;4.021096e-01;4.450065e-01;4.427415e-01;3.560873e-01;2.708341e-01;1.792019e-01;1.799305e-01;1.945536e-01;1.695611e-01;2.371216e-01;3.352321e-01;3.164456e-01;2.389953e-01;1.859268e-01;1.341372e-01;1.203192e-01;8.512846e-02;9.275048e-02;8.310855e-02;2.161984e-08;1.936867e-09;-2.234375e+02;-8.984375e+02;-1.743750e+03;-8.625000e+02;3.092066e-04;-7.714620e+02;-3.046177e+00;-2256509;2.416549e-01;6.940913e-01;-4.090407e-09;-4.997146e-01;7.494140e-09;1.517504e+00;1.470438e+00;-7.190275e-01;-7.714160e-01;1.210168e+00;3.945870e-01;-9.002949e-01;-3.462704e+00;-4.485324e-01;2.727137e-01;-2.319074e-01;-7.319089e-01;-1.026594e+00;-7.385526e-01
'03-02-04-02-01-02-04.wav';0.070000;0;0;0;0;0;-100;1.640256e-02;2.026434e+00;6.755705e-05;7.273148e-01;4.249201e-01;1.219355e+00;2.269479e+00;2.423042e+00;3.097482e+00;2.404244e+00;2.178156e+00;2.390338e+00;2.591785e+00;2.517458e+00;2.295789e+00;2.154144e+00;1.979414e+00;2.018797e+00;2.140653e+00;2.067759e+00;2.277392e+00;2.751307e+00;2.688008e+00;2.358091e+00;2.035166e+00;1.735637e+00;1.439004e+00;1.209278e+00;1.084640e+00;9.359532e-01;2.647057e-06;1.019684e-07;2.343750e+02;2.812500e+02;1.578125e+03;8.156250e+03;2.065670e-03;2.111568e+03;6.387989e+00;21803694;5.583032e+00;6.442392e+01;-4.390115e-07;1.471318e+00;4.303692e-07;1.350748e+01;1.686351e+01;9.856462e+00;-1.019940e+01;-2.699424e+00;-5.815164e-02;-1.674918e+01;-1.214196e+01;-1.016401e+01;-1.494799e+01;-7.623779e+00;-3.662362e+00;-2.813344e+00;2.067128e-01;0;0;0;0;0;0;-1.408134e-03;1.634033e-01;-1.452793e-05;3.721064e-02;4.230725e-02;1.476018e-01;3.263326e-01;2.809775e-01;3.639761e-01;2.855611e-01;1.894501e-01;2.385406e-01;2.729063e-01;3.183782e-01;2.596185e-01;1.519258e-01;6.817853e-02;6.940043e-02;7.436308e-02;9.378101e-02;1.493023e-01;1.525025e-01;1.360641e-01;1.144473e-01;1.256237e-01;9.913001e-02;1.153759e-01;5.952958e-02;6.139656e-02;5.181324e-02;-7.503733e-07;-2.469741e-08;1.093750e+01;-1.109375e+02;5.156250e+01;9.640625e+02;-2.415723e-04;1.937730e+02;2.663310e-01;2.352370e+06;-9.781377e-01;-1.709150e+01;1.232316e-07;1.315434e-01;-1.102477e-07;-1.623828e+00;-5.905266e-02;-2.000859e+00;1.139355e-01;5.475203e-01;-4.413403e-01;2.073722e+00;-2.825613e+00;-4.806866e-01;2.684179e+00;-1.587246e+00;-1.870181e-01;-5.329593e-01;-7.115382e-01
'03-02-04-02-01-02-04.wav';0.080000;0;0;0;0;0;-100;1.050410e-02;2.105566e+00;3.802566e-05;7.719908e-01;4.426688e-01;1.296003e+00;2.482944e+00;2.552578e+00;3.242254e+00;2.560421e+00;2.240575e+00;2.514896e+00;2.738555e+00;2.741091e+00;2.493551e+00;2.227997e+00;1.953101e+00;2.007663e+00;2.106573e+00;2.090628e+00;2.352673e+00;2.755267e+00;2.705579e+00;2.386216e+00;2.118604e+00;1.806059e+00;1.575510e+00;1.267426e+00;1.131106e+00;9.547681e-01;9.527380e-08;1.506792e-08;250;4.843750e+02;4.296875e+03;13750;1.211369e-03;3.709492e+03;9.008759e+00;37361652;1.967763e+00;6.081745e+00;-1.895409e-08;2.482137e+00;4.582141e-08;7.036940e+00;1.591644e+01;8.265416e+00;-6.237219e+00;1.346930e-01;-5.291864e+00;-9.887708e+00;-1.375677e+01;-8.304688e+00;-1.133385e+01;-9.077646e+00;-3.742924e+00;-1.365224e+00;2.760266e-01;0;0;0;0;0;0;-2.030492e-03;-2.706971e-02;-1.961848e-05;4.386575e-02;-1.711452e-02;-4.504596e-02;-5.018611e-02;-8.293252e-02;-1.098052e-01;-2.534168e-02;-6.515572e-02;-3.194001e-02;-1.178234e-02;5.479834e-02;5.857716e-02;-5.538541e-02;-6.286792e-02;-7.193609e-02;-6.754975e-02;-2.660465e-03;1.025436e-02;-9.430332e-02;-1.104097e-01;-6.456671e-02;1.544490e-02;4.006958e-02;6.221412e-02;5.034042e-03;6.171751e-03;1.260552e-02;-7.722127e-07;-2.642526e-08;6.875000e+01;7.625000e+02;2.014062e+03;2.167188e+03;-5.343619e-04;1.013724e+03;2.113352e+00;6.306222e+06;-1.259845e+00;-1.798014e+01;1.274371e-07;6.574841e-01;-1.181277e-07;-2.713488e+00;-1.518471e+00;-2.016691e+00;6.557566e-01;-2.985962e-01;1.839278e-01;2.980838e+00;-1.053053e+00;-8.779057e-01;4.097244e+00;-7.003655e-01;2.315203e+00;2.267225e-01;-1.539549e-01
'03-02-04-02-01-02-04.wav';0.090000;0;0;0;0;0;-100;1.030706e-02;1.904243e+00;1.761552e-05;8.275463e-01;3.651675e-01;1.065226e+00;2.085319e+00;2.117883e+00;2.663441e+00;2.257264e+00;1.950645e+00;2.232011e+00;2.454514e+00;2.539349e+00;2.362253e+00;1.990608e+00;1.768121e+00;1.802572e+00;1.902976e+00;2.017862e+00;2.236899e+00;2.419719e+00;2.353121e+00;2.160990e+00;2.052997e+00;1.814816e+00;1.617871e+00;1.240238e+00;1.097081e+00;9.413629e-01;8.248285e-08;1.563864e-08;3.281250e+02;1.312500e+03;5.687500e+03;1.326562e+04;3.010077e-04;4.247311e+03;1.143760e+01;35750236;1.769920e+00;5.629523e+00;-1.636866e-08;2.872728e+00;4.188566e-08;5.546618e+00;1.253683e+01;4.941527e+00;-9.132667e+00;-3.591416e+00;-2.433695e+00;-9.645930e+00;-1.521381e+01;-1.207725e+01;-2.198618e+00;-1.065365e+01;2.465760e+00;-3.738237e+00;-1.673988e+00;0;0;0;0;0;0;-1.794091e-03;-1.832235e-01;-1.365737e-05;4.177085e-02;-6.087614e-02;-2.008852e-01;-3.861673e-01;-3.740987e-01;-4.711764e-01;-2.977085e-01;-2.677248e-01;-2.515812e-01;-2.464112e-01;-1.812249e-01;-1.322740e-01;-2.311743e-01;-1.313277e-01;-1.598639e-01;-1.447554e-01;-7.514457e-02;-9.628973e-02;-2.702076e-01;-2.983038e-01;-2.097992e-01;-8.907697e-02;-2.772775e-02;-3.235885e-02;-6.259398e-02;-4.832519e-02;-1.673391e-02;-5.342666e-07;-1.865476e-08;9.062500e+01;1.015625e+03;2.243750e+03;2.114062e+03;-4.762304e-04;1.069333e+03;2.708520e+00;5766207;-9.892644e-01;-1.251989e+01;8.843242e-08;6.943781e-01;-8.537879e-08;-2.214459e+00;-2.714215e+00;-1.508380e+00;1.312585e+00;-7.294616e-01;1.756388e+00;2.528916e+00;1.316229e+00;-1.437009e+00;4.768668e+00;2.518093e-01;3.668725e+00;1.267807e+00;-4.210912e-01
